Serial,QDATE,QMONTH,QYEAR,METHOD,WAVE,QST_1,QST_2,QET_1,QET_2,DURA,ID_INTV,Q1A,Q1B,Q2_1,Q2_2,Q2_3,Q2_4,Q3,Q4,Q5A,Q5B_1,Q5B_2,Q5B_3,Q5B_4,Q5B_5,Q5B_6,Q5B_7,Q6,Q7A_1,Q7B_1,Q7C_1,Q7A_2,Q7B_2,Q7C_2,Q7A_3,Q7B_3,Q7C_3,Q7A_4,Q7B_4,Q7C_4,Q7A_5,Q7B_5,Q7C_5,Q7A_6,Q7B_6,Q7C_6,Q7A_7,Q7B_7,Q7C_7,Q7A_8,Q7B_8,Q7C_8,Q7A_9,Q7B_9,Q7C_9,Q7A_10,Q7B_10,Q7C_10,Q8,Q9,Q10,Q11,Q12A_1,Q12A_2,Q12A_3,Q13A_1,Q13A_2,Q14,Q15A,Q15B,Q15C,Q57A,Q57B,Q57C,Q16A,Q16B,Q16C,Q17A_1,Q17A_2,Q17A_3,Q17A_4,Q18A_1,Q18A_2,Q18A_3,Q19A_1,Q19A_2,Q19A_3,Q20,Q21A,Q21B_1,Q21B_2,Q21B_3,Q21B_4,Q21C,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30A,Q30B,Q31_1,Q31_2,Q31_3,Q31_4,Q32A_1,Q32A_2,Q32A_3,Q32A_4,Q32A_5,Q32A_6,Q32B_1_1,Q32B_1_2,Q32B_1_3,Q32B_2_1,Q32B_2_2,Q32B_2_3,Q32B_2_4,Q32B_3_1,Q32B_3_2,Q32B_3_3,Q32B_4_1,Q32B_4_2,Q32B_4_3,Q32B_5_1,Q32B_5_2,Q32B_6,Q32B_7_1,Q32B_7_2,Q32B_8_1,Q32B_8_2,Q33A_1,Q33A_2,Q33A_3,Q33A_4,Q33B_1,Q33B_2,Q33B_3,Q33B_4,Q34A_1,Q34A_2,Q34B_1,Q34B_2,Q35,Q36,Q37A_1,Q37A_2,Q37A_3,Q58,Q38A_1,Q38A_2,Q38B_1,Q38B_2,Q39,Q40A,Q40B,Q41,Q42,Q43,Q44_1,Q44_2,Q44_3,Q44_4,Q44_5,Q44_6,Q44_7,Q44_8,Q44_9,Q44_10,Q44_11,Q44_12,Q45,Q46,Q47,Q48,Q49,Q50,Q51,Q52,Q53,Q54,Q55,Q56
793,16,7,16,2,6,13,5,13,23,18,131452,16,1,1,,,,94,2,1,0,1,1,1,1,0,0,3,55,1,1,25,2,1,22,1,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,9,U,7,5,0,0,1,0,0,8,0,0,5,4,3,4,5,4,3,4,3,3,97,2,0,,,,0,1,0,10,7,2,0,1,1,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,4,800,U,U,4,U,U,U,U,2,48,5,4,9,4,1,2,3,4,,,,,,,,,3,1,1,1,0,4,MANSOURAH,3,793424343,1,2,3
794,16,7,16,2,6,13,27,13,49,22,131452,16,1,1,,,,94,2,1,0,1,1,1,1,0,0,2,49,1,1,45,2,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,10,U,6,6,0,0,1,0,0,8,0,0,5,4,3,3,4,4,4,4,3,3,1,2,0,,,,0,2,0,9,6,2,0,1,1,1,1,2,4,,,2,,,,,,0,,,2,4,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,1,1,2,8,4,1600,U,U,4,U,U,U,U,1,25,3,5,7,4,1,2,3,4,,,,,,,,,3,1,1,1,0,4,MANSOURAH,3,778852960,1,2,3
795,16,7,16,2,6,18,44,19,7,23,131452,16,1,1,,,,94,2,1,0,1,1,1,1,0,0,2,34,1,1,5,2,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,10,U,6,4,0,0,1,0,0,8,0,0,4,4,4,5,5,4,3,4,3,2,97,2,0,,,,0,1,0,10,7,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,5,500,U,U,4,U,U,U,U,2,30,3,5,9,4,1,2,3,4,8,,,,,,,,2,1,1,1,0,4,MANSOURAH,3,778542562,1,2,3
796,16,7,16,2,6,19,11,19,31,20,131452,16,1,1,,,,94,2,5,1,1,1,1,0,0,0,2,53,2,1,28,1,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,2,0,0,10,U,8,1,0,0,1,0,0,8,0,0,5,4,4,4,3,4,3,3,3,3,97,2,0,,,,0,1,0,10,7,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,5,500,U,U,4,U,U,U,U,1,58,6,4,9,4,1,2,3,4,,,,,,,,,3,1,1,2,0,4,MANSOURAH,3,551128295,1,2,3
797,17,7,16,2,6,13,18,13,38,20,131452,16,1,1,,,,94,2,1,0,1,1,1,1,0,0,4,50,1,1,46,2,1,25,1,1,20,2,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,10,U,5,10,0,0,1,0,0,8,0,0,5,5,5,5,5,4,4,4,3,3,1,2,0,,,,0,1,0,10,5,2,0,1,1,1,1,2,4,,,2,,,,,,0,,,2,4,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,1,1,2,7,4,800,U,U,4,U,U,U,U,2,23,2,5,7,4,1,2,3,4,8,12,,,,,,,3,1,1,1,0,4,MANSOURAH,3,777439454,1,2,3
798,17,7,16,2,6,13,40,13,58,18,131452,16,1,1,,,,94,2,1,0,1,1,1,1,1,0,1,60,1,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,10,U,8,4,0,0,1,0,0,8,0,0,5,4,4,4,4,4,4,3,3,3,97,2,0,,,,0,1,0,11,7,2,0,1,2,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,6,300,U,U,4,U,U,U,U,2,56,6,4,9,4,1,2,3,4,8,,,,,,,,3,1,1,1,0,4,MANSOURAH,3,781013704,1,2,3
799,17,7,16,2,6,14,1,14,17,16,131452,16,1,1,,,,94,2,1,0,1,1,1,1,0,0,3,45,2,1,25,1,1,23,1,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,10,U,8,4,0,0,1,0,0,8,0,0,5,4,5,4,5,4,3,4,3,3,97,2,0,,,,0,1,0,10,7,2,0,1,1,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,5,500,U,U,4,U,U,U,U,1,50,5,3,1,4,1,2,3,4,8,,,,,,,,3,1,1,1,0,4,MANSOURAH,3,775409234,1,2,3
800,17,7,16,2,6,14,22,14,44,22,131452,16,1,1,,,,94,2,1,0,1,1,1,1,0,0,2,56,1,1,27,2,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,10,U,8,23,0,0,2,0,0,8,0,0,5,5,5,5,4,3,3,4,4,4,97,2,0,,,,0,1,0,10,7,2,0,1,2,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,4,800,U,U,4,U,U,U,U,2,51,5,1,9,4,1,2,3,4,,,,,,,,,2,2,1,1,0,4,MANSOURAH,3,795227272,1,2,3
801,24,7,16,2,6,13,10,13,29,19,221450,27,1,1,,,,94,2,3,0,0,0,0,1,0,0,5,57,1,1,53,2,1,28,1,1,20,2,1,14,2,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,7,U,6,5,0,0,1,0,0,8,0,0,3,4,5,5,4,4,3,3,3,3,2,2,0,,,,0,2,0,5,6,2,0,1,1,1,1,4,,,,2,,,,,,0,,,4,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,2,1,0,12,5,2000,U,U,4,U,U,U,U,1,24,2,4,7,4,1,2,4,8,10,11,12,,,,,,97,1,1,1,0,4,SIDI BEL ABBES,3,777069551,1,2,3
802,24,7,16,2,6,13,50,14,4,14,221473,27,1,1,,,,94,2,2,0,0,1,0,0,0,0,3,55,1,1,53,2,1,30,1,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,2,1,1,0,8,8,5,5,4,0,1,1,0,8,8,0,2,3,4,4,4,4,3,3,3,3,2,1,2,,,,0,2,0,4,4,2,0,1,1,1,1,4,,,,2,,,,,,0,,,4,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,1,1,1,8,4,1600,2000,U,4,U,U,U,U,1,25,3,5,7,3,1,2,4,8,12,,,,,,,,97,1,2,1,1,4,SIDI BEL ABBES,3,771275250,1,2,3
803,24,7,16,2,6,14,8,14,22,14,221473,27,1,1,,,,94,2,5,0,0,1,0,0,0,0,5,51,1,1,48,2,1,26,2,1,23,2,1,21,1,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,2,0,0,6,U,6,1,0,0,1,0,0,8,0,0,4,3,4,4,4,4,3,3,2,3,2,1,1,,,,0,2,0,5,5,2,0,1,1,1,2,4,,,,2,,,,,,0,,,4,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,2,2,0,8,5,800,U,U,4,U,U,U,U,1,31,3,5,2,3,1,2,4,8,12,,,,,,,,97,1,3,2,0,4,SIDI BEL ABBES,3,558899792,2,2,3
804,24,7,16,2,6,13,58,14,17,19,81119,20,1,1,,,,94,2,3,1,1,0,1,1,0,0,3,28,2,1,4,1,2,1,1,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,3,0,0,10,U,5,12,0,0,1,0,0,97,0,0,3,3,3,3,97,97,3,97,97,3,3,2,0,,,,0,1,0,8,97,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,5,500,U,U,4,U,U,U,U,1,35,4,4,95,5,95,,,,,,,,,,,,97,1,1,3,0,5,BECHAR,4,668170655,1,2,3
805,24,7,16,2,6,14,18,14,36,18,81119,20,1,1,,,,94,2,3,1,1,0,1,1,0,0,4,52,1,1,46,2,1,20,1,1,15,2,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,3,0,0,10,U,5,12,0,0,1,0,0,97,0,0,3,3,3,3,97,97,3,97,97,3,3,2,0,,,,0,1,0,9,97,2,0,1,1,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,4,200,U,U,4,U,U,U,U,1,24,2,3,95,5,95,,,,,,,,,,,,97,1,1,3,0,5,BECHAR,4,664960581,1,2,3
806,24,7,16,2,6,14,36,14,46,10,81119,20,1,1,,,,94,2,3,1,1,0,1,1,0,0,2,31,1,1,1,2,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,3,0,0,10,U,4,12,0,0,1,0,0,97,0,0,3,3,3,3,97,97,3,97,97,3,3,2,0,,,,0,1,0,9,97,2,0,1,2,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,4,800,U,U,4,U,U,U,U,2,25,3,4,95,5,95,,,,,,,,,,,,97,1,1,3,0,5,BECHAR,4,662326598,1,2,3
807,24,7,16,2,6,14,46,15,20,34,81119,20,1,1,,,,94,2,3,1,1,0,1,1,0,0,5,61,1,1,55,2,1,27,1,1,25,2,1,21,1,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,3,0,0,10,U,5,12,0,0,1,0,0,97,0,0,3,3,3,3,97,97,3,97,97,3,97,2,0,,,,0,1,0,9,97,2,0,1,1,1,1,2,4,,,2,,,,,,0,,,2,4,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,2,1,0,7,6,200,U,U,4,U,U,U,U,2,19,1,5,7,5,95,,,,,,,,,,,,97,1,1,3,0,5,BECHAR,4,663635241,1,2,3
808,24,7,16,2,6,14,31,14,41,10,221473,27,1,1,,,,94,2,2,0,0,1,0,0,0,0,3,39,1,1,38,2,1,4,2,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,8,U,8,5,0,0,1,0,0,8,0,0,3,4,4,4,3,3,3,3,2,2,2,2,0,,,,0,1,0,6,6,2,0,1,1,1,1,4,,,,2,,,,,,0,,,4,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,2,2,0,7,5,400,U,U,4,U,U,U,U,2,35,4,4,1,4,1,2,4,8,9,,,,,,,,97,1,1,1,0,4,SIDI BEL ABBES,3,772071323,2,2,3
810,24,7,16,2,6,14,51,15,2,11,221473,27,1,1,,,,94,2,2,0,0,1,0,0,0,0,5,55,2,1,33,1,1,28,2,1,25,1,1,22,1,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,8,U,8,5,0,0,1,0,0,8,0,0,4,4,4,4,4,4,4,3,3,3,97,2,0,,,,0,1,0,7,7,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,5,400,U,U,4,U,U,U,U,1,60,6,2,6,4,1,2,4,8,,,,,,,,,97,1,1,1,0,5,SIDI BEL ABBES,3,791379564,2,2,3
811,24,7,16,2,6,15,8,15,21,13,221473,27,1,1,,,,94,2,2,0,0,1,0,0,0,0,1,57,2,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,6,U,8,5,0,0,1,0,0,8,0,0,3,4,4,4,3,3,4,3,2,3,97,1,1,,,,0,1,0,6,6,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,11,5,1600,U,U,4,U,U,U,U,2,35,4,3,95,6,1,2,4,8,,,,,,,,,97,1,4,1,0,5,SIDI BEL ABBES,3,796318411,2,2,3
812,24,7,16,2,6,16,55,17,4,9,251481,11,1,1,2,4,,94,2,1,0,1,0,0,0,0,0,4,61,1,1,59,2,1,27,1,1,26,1,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,3,0,0,7,U,4,12,0,0,1,0,0,8,0,0,4,4,4,4,4,4,4,4,4,4,3,2,0,,,,0,3,6,10,97,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,8,4,200,U,U,4,U,U,U,U,2,19,1,4,7,4,1,2,4,8,,,,,,,,,97,1,1,3,0,5,CONSTANTINE,2,661958636,2,1,3
813,24,7,16,2,6,17,6,17,13,7,251481,11,1,1,,,,94,2,1,0,1,0,0,0,0,0,2,74,1,1,14,2,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,8,U,5,4,0,0,1,0,0,8,0,0,4,4,4,4,4,4,4,3,3,3,97,1,2,,,,0,3,2,10,7,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,5,100,U,U,3,U,U,U,U,2,64,6,2,9,6,1,2,3,8,,,,,,,,,97,1,3,1,0,4,CONSTANTINE,2,799110805,1,1,3
814,24,7,16,2,6,15,27,15,38,11,251481,11,1,1,,,,94,2,1,0,1,0,0,0,0,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,8,U,6,4,0,0,1,0,0,8,0,0,4,4,4,4,4,4,4,3,3,3,97,2,0,,,,0,3,97,9,7,2,0,1,1,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,6,100,U,U,3,U,U,U,U,2,62,6,1,6,4,1,2,3,4,7,8,,,,,,,97,1,1,1,0,4,CONSTANTINE,2,790909864,1,2,3
815,24,7,16,2,6,15,39,15,48,9,251481,11,1,1,2,,,94,2,1,0,1,0,0,0,0,0,1,48,2,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,8,U,5,4,0,0,1,0,0,8,0,0,4,4,4,4,4,4,4,3,3,3,1,2,0,,,,0,3,97,2,97,2,0,3,0,1,2,4,,,,7,,,,,,0,,,0,,,,0,,,0,,,0,,0,4,,0,,0,0,1,0,0,0,1,0,1,2,2,0,8,4,200,U,U,3,U,U,100,U,2,30,3,4,3,3,1,2,3,4,7,8,9,,,,,,97,1,1,1,0,3,CONSTANTINE,2,774704316,1,2,3
816,24,7,16,2,6,15,48,15,57,9,251481,11,1,1,,,,94,2,1,0,1,0,0,0,0,0,4,58,2,2,36,1,1,29,2,1,25,1,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,3,0,0,9,U,4,12,0,0,1,0,0,8,0,0,4,4,4,4,4,4,4,3,3,3,3,2,0,,,,0,3,97,8,97,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,4,100,U,U,1,U,U,U,U,2,24,2,3,1,6,1,2,3,4,8,,,,,,,,97,1,1,3,0,4,CONSTANTINE,2,667332299,2,2,3
817,24,7,16,2,6,15,59,16,5,6,251481,11,1,1,,,,94,2,1,0,1,0,0,0,0,0,2,41,1,1,35,1,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,2,0,0,10,U,8,2,0,0,1,0,0,8,0,0,4,4,4,4,4,4,4,2,2,3,2,2,0,,,,0,3,4,8,97,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,8,3,200,U,U,4,U,U,U,U,2,30,3,3,2,4,1,2,3,4,8,,,,,,,,97,1,1,2,0,4,CONSTANTINE,2,542519024,2,2,3
818,24,7,16,2,6,16,19,16,26,7,251481,11,1,1,2,4,,94,2,1,0,1,0,0,0,0,0,2,65,1,1,54,2,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,9,U,8,5,0,0,1,0,0,8,0,0,5,5,5,5,4,5,4,2,2,3,2,2,0,,,,0,3,97,4,5,2,0,1,2,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,3,100,U,U,4,U,U,U,U,2,29,3,4,4,3,1,2,3,4,7,8,9,12,,,,,97,1,1,1,0,3,CONSTANTINE,2,798465036,1,1,3
819,24,7,16,2,6,16,26,16,55,29,251481,11,1,1,,,,94,2,1,0,1,0,0,0,0,0,2,35,1,1,2,2,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,8,U,6,4,0,0,1,0,0,8,0,0,4,4,4,4,4,4,4,3,3,3,97,2,0,,,,0,3,97,8,4,2,0,3,0,1,2,4,,,,7,,,,,,0,,,0,,,,0,,,0,,,0,,0,4,,0,,0,0,1,0,0,0,1,0,1,2,2,0,8,3,200,U,U,3,U,U,100,U,2,32,3,3,3,4,1,2,3,4,8,,,,,,,,97,1,1,1,0,4,CONSTANTINE,2,772658472,2,1,3
820,24,7,16,2,6,20,59,21,20,21,191039,8,1,1,,,,94,2,1,0,1,1,1,1,1,0,1,40,1,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,9,U,5,7,0,0,1,0,0,8,0,0,5,5,5,5,4,97,97,3,97,97,1,1,1,,,,0,1,0,7,5,2,0,1,2,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,14,8,1000,U,U,4,U,U,U,U,2,30,3,5,4,5,1,2,3,4,7,8,9,11,,,,,2,1,4,1,0,3,SETIF,2,775866571,1,2,3
821,24,7,16,2,6,21,20,21,29,9,191039,8,1,1,,,,94,2,5,1,1,1,1,0,0,0,2,20,1,1,13,2,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,2,0,0,10,U,6,20,0,0,2,0,0,8,0,0,5,5,5,5,97,4,97,97,3,97,2,2,0,,,,0,1,0,6,7,2,0,1,2,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,13,6,1200,U,U,4,U,U,U,U,2,49,5,3,9,4,1,2,4,7,8,9,,,,,,,3,3,1,2,0,4,SETIF,2,558016207,1,1,3
822,23,7,16,2,6,19,13,19,28,15,90495,3,1,1,,,,94,2,1,0,1,1,0,0,0,0,5,56,1,1,55,2,1,22,2,1,17,1,1,15,2,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,2,0,0,8,U,3,20,0,0,2,0,0,8,0,0,4,4,4,4,97,4,97,4,4,4,2,2,0,,,,0,1,0,9,7,2,0,3,0,1,1,4,,,,7,,,,,,0,,,0,,,,0,,,0,,,0,,0,4,,0,,0,0,1,0,0,0,2,0,1,2,1,0,14,8,1000,U,U,4,U,U,777,U,1,20,2,5,7,4,1,2,3,4,8,9,12,,,,,,97,3,1,2,0,4,FOUKA,1,560196310,1,2,3
823,24,7,16,2,6,14,5,14,23,18,90495,5,1,1,,,,94,2,1,0,1,1,0,0,0,0,3,63,1,1,62,2,1,25,2,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,7,U,5,23,0,0,2,0,0,8,0,0,4,4,4,4,4,97,97,4,4,4,97,2,0,,,,0,1,0,8,7,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,18,8,3000,U,U,4,U,U,U,U,1,31,3,4,4,4,1,2,3,4,8,9,12,,,,,,97,2,1,1,0,3,LARBAA,1,770225753,1,2,3
824,24,7,16,2,6,14,35,15,8,33,90495,5,1,1,,,,94,2,3,1,1,0,0,0,0,0,5,38,1,1,15,2,1,13,1,2,9,1,2,4,2,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,2,0,0,7,U,8,97,0,0,1,0,0,8,0,0,4,4,4,4,97,4,97,4,4,4,97,2,0,,,,0,1,0,8,7,2,0,1,1,1,1,4,,,,2,,,,,,0,,,4,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,2,1,0,17,8,2000,U,U,4,U,U,U,U,1,40,4,5,2,4,1,2,3,4,8,9,12,,,,,,97,97,1,2,0,3,LARBAA,1,561501087,1,2,3
825,24,7,16,2,6,15,55,16,25,30,90495,5,1,1,,,,94,2,1,0,1,1,0,0,0,0,5,42,2,1,20,2,1,19,1,1,17,1,1,9,2,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,2,0,0,8,U,8,97,0,0,1,0,0,8,0,0,4,4,4,4,97,4,97,4,4,4,97,2,0,,,,0,1,0,8,4,2,0,1,1,1,1,4,,,,7,,,,,,0,,,0,,,,0,,,0,,,0,,0,4,,0,,0,0,1,0,0,0,2,0,1,2,1,0,14,8,1000,U,U,4,U,U,777,U,1,44,4,5,1,4,1,2,3,4,8,9,12,,,,,,97,97,1,2,0,3,LARBAA,1,554676510,1,2,3
826,24,7,16,2,6,16,40,17,7,27,90495,5,1,1,,,,94,2,1,0,1,1,0,0,0,0,6,49,2,1,22,1,1,19,2,1,19,2,1,14,1,2,7,2,2,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,3,0,0,8,U,8,12,0,0,1,0,0,8,0,0,4,4,4,4,97,97,4,4,4,4,97,2,0,,,,0,1,0,6,7,2,0,1,1,1,1,4,,,,7,,,,,,0,,,0,,,,0,,,0,,,0,,0,4,,0,,0,0,1,0,0,0,3,0,1,2,1,0,8,4,2500,U,U,4,U,U,1000,U,1,54,5,5,4,4,1,2,3,4,8,9,12,,,,,,97,1,1,3,0,3,LARBAA,1,699495800,1,2,3
827,24,7,16,2,6,17,13,17,31,18,90495,5,1,1,,,,94,2,1,0,1,1,0,0,0,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,2,0,0,8,U,6,97,0,0,1,0,0,8,0,0,4,4,4,4,97,4,97,97,4,97,2,2,0,,,,0,1,0,10,5,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,4,400,U,U,4,U,U,U,U,2,22,2,5,2,4,1,2,3,4,8,9,12,,,,,,97,97,1,2,0,3,LARBAA,1,552080762,1,2,3
828,24,7,16,2,6,17,36,17,45,9,90495,3,1,1,,,,94,2,2,1,0,1,0,0,0,0,3,49,2,1,20,2,1,6,2,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,7,U,4,4,0,0,1,0,0,8,0,0,4,4,4,4,4,97,97,4,4,4,97,2,0,,,,0,1,0,9,3,2,0,1,1,1,1,4,,,,2,,,,,,0,,,4,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,2,1,0,7,3,1500,U,U,4,U,U,U,U,2,18,1,4,7,4,1,2,3,4,8,12,,,,,,,97,1,1,1,0,4,FOUKA,1,798452236,1,2,3
829,24,7,16,2,6,17,58,19,2,64,90495,3,1,1,,,,94,2,2,1,0,1,0,0,0,0,4,65,1,1,59,2,1,25,1,1,22,2,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,3,0,0,7,U,4,12,0,0,1,0,0,8,0,0,3,4,4,4,4,4,4,3,3,3,97,2,0,,,,0,1,0,10,7,2,0,3,0,1,1,4,,,,3,,,,,,0,,,0,,,,4,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,2,1,0,7,3,1000,U,U,4,U,U,U,U,2,20,2,4,7,4,1,2,3,4,8,9,12,,,,,,97,1,1,3,0,4,FOUKA,1,697451789,1,2,3
